customerID,gender,is_senior,Partner,Dependents,tenure,tenure_group,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,contract_rank,PaperlessBilling,PaymentMethod,MonthlyCharges,monthly_charge_group,TotalCharges,risk_group,Churn
2296-DKZFP,Female,Non-Senior,Yes,No,65,4+ years,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,3,No,Bank transfer (automatic),71.0,70+,4386.2,Low Risk,No
4844-JJWUY,Female,Senior,No,No,1,0-1 year,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Yes,Electronic check,86.0,70+,86.0,High Risk,Yes
6777-TGHTM,Female,Non-Senior,No,No,53,4+ years,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,2,Yes,Credit card (automatic),106.95,70+,5785.5,Low Risk,Yes
8909-BOLNL,Male,Non-Senior,No,No,3,0-1 year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2,No,Mailed check,21.2,1-35,52.05,Low Risk,No
6603-YRDCJ,Male,Non-Senior,Yes,No,33,2-4 years,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,3,Yes,Mailed check,61.05,35-70,2018.4,Low Risk,No
3538-WZPHD,Male,Non-Senior,No,No,3,0-1 year,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,1,Yes,Electronic check,29.6,1-35,79.45,Low Risk,Yes
3229-USWAR,Female,Non-Senior,No,No,34,2-4 years,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,2,Yes,Bank transfer (automatic),79.95,70+,2727.3,Low Risk,No
2138-VFAPZ,Female,Non-Senior,Yes,Yes,14,1-2 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,Yes,Mailed check,19.7,1-35,263.65,Medium Risk,No
6131-JLWZM,Female,Non-Senior,No,No,13,1-2 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Yes,Mailed check,20.3,1-35,275.4,Medium Risk,No
4785-QRJHC,Male,Senior,Yes,No,46,2-4 years,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,2,Yes,Bank transfer (automatic),59.9,35-70,2816.65,Low Risk,Yes
0269-XFESX,Male,Non-Senior,Yes,Yes,23,1-2 years,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2,No,Mailed check,24.35,1-35,538.5,Medium Risk,No
1709-EJDOX,Female,Non-Senior,Yes,Yes,47,2-4 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Mailed check,19.75,1-35,948.9,Low Risk,No
4316-XCSLJ,Male,Non-Senior,No,Yes,17,1-2 years,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Yes,Mailed check,50.3,35-70,846.8,Medium Risk,No
8610-WFCJF,Female,Non-Senior,Yes,Yes,49,4+ years,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Yes,Electronic check,95.6,70+,4783.5,Low Risk,Yes
9693-XMUOB,Male,Senior,Yes,No,59,4+ years,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Yes,Electronic check,50.25,35-70,2997.45,Low Risk,No
0383-CLDDA,Female,Non-Senior,No,No,69,4+ years,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,3,Yes,Credit card (automatic),85.35,70+,5897.4,Low Risk,No
4905-JEFDW,Male,Non-Senior,No,No,11,0-1 year,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,2,Yes,Electronic check,41.6,35-70,470.6,Low Risk,Yes
2709-UQGNP,Male,Non-Senior,No,No,10,0-1 year,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Yes,Mailed check,51.65,35-70,524.5,Low Risk,No
3549-ZTMNH,Male,Non-Senior,Yes,Yes,12,0-1 year,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,Yes,Bank transfer (automatic),24.0,1-35,269.65,Medium Risk,No
7881-INRLC,Male,Non-Senior,No,No,45,2-4 years,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Yes,Credit card (automatic),100.85,70+,4740.0,Low Risk,Yes
8033-ATFAS,Female,Non-Senior,Yes,Yes,39,2-4 years,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,1,Yes,Mailed check,59.85,35-70,2341.5,Low Risk,No
1635-NZATJ,Male,Senior,Yes,No,71,4+ years,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Credit card (automatic),25.45,1-35,1789.65,Low Risk,No
0562-HKHML,Male,Non-Senior,Yes,Yes,71,4+ years,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Credit card (automatic),23.9,1-35,1626.4,Low Risk,No
8277-RVRSV,Female,Non-Senior,Yes,Yes,33,2-4 years,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2,No,Credit card (automatic),24.15,1-35,800.3,Low Risk,No
9943-VSZUV,Male,Senior,No,No,67,4+ years,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Yes,Mailed check,75.7,70+,5060.85,Low Risk,No
0117-LFRMW,Male,Non-Senior,Yes,Yes,37,2-4 years,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,1,No,Bank transfer (automatic),40.2,35-70,1448.8,Low Risk,Yes
6172-FECYY,Male,Non-Senior,Yes,Yes,49,4+ years,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,No,Electronic check,84.5,70+,4254.85,Low Risk,Yes
7054-ENNGU,Female,Non-Senior,Yes,No,9,0-1 year,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,No,Mailed check,50.85,35-70,466.6,Low Risk,No
1455-HFBXA,Male,Non-Senior,Yes,No,52,4+ years,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,3,Yes,Credit card (automatic),91.6,70+,4627.8,Low Risk,No
9402-CXWPL,Female,Non-Senior,No,No,70,4+ years,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,2,No,Electronic check,98.9,70+,6838.6,Low Risk,No
1628-BIZYP,Male,Non-Senior,No,No,1,0-1 year,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Yes,Electronic check,85.0,70+,85.0,High Risk,No
1965-AKTSX,Female,Senior,No,No,14,1-2 years,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Yes,Electronic check,78.95,70+,1101.85,Medium Risk,Yes
0082-LDZUE,Male,Non-Senior,No,No,1,0-1 year,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,1,Yes,Mailed check,44.3,35-70,44.3,Low Risk,No
4786-UKSNZ,Male,Non-Senior,No,No,1,0-1 year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,No,Mailed check,20.2,1-35,20.2,Low Risk,Yes
5343-SGUBI,Female,Non-Senior,No,No,52,4+ years,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,2,Yes,Mailed check,80.2,70+,4297.6,Low Risk,No
0856-NAOES,Male,Non-Senior,No,No,6,0-1 year,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,1,No,Mailed check,60.9,35-70,414.1,Low Risk,No
1976-AZZPJ,Male,Non-Senior,Yes,No,7,0-1 year,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,No,Mailed check,34.2,1-35,256.6,Low Risk,No
7248-VZQLC,Female,Senior,No,No,47,2-4 years,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Yes,Bank transfer (automatic),85.2,70+,3969.35,Low Risk,Yes
6156-UZDLF,Female,Non-Senior,No,No,26,2-4 years,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,2,Yes,Credit card (automatic),87.15,70+,2274.1,Low Risk,No
3099-OONVS,Male,Non-Senior,Yes,Yes,25,2-4 years,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,1,No,Electronic check,54.3,35-70,1296.8,Low Risk,No
9500-WBGRP,Male,Non-Senior,No,No,69,4+ years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,Yes,Mailed check,19.1,1-35,1268.85,Low Risk,No
5183-KLYEM,Female,Non-Senior,No,No,72,4+ years,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,3,Yes,Credit card (automatic),112.75,70+,8192.6,Low Risk,No
5144-PQCDZ,Male,Non-Senior,No,No,4,0-1 year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Yes,Mailed check,19.95,1-35,59.25,Low Risk,No
8514-VZHEB,Male,Non-Senior,Yes,Yes,59,4+ years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Mailed check,19.5,1-35,1147.85,Low Risk,No
6625-IUTTT,Male,Non-Senior,No,No,67,4+ years,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,3,No,Bank transfer (automatic),65.55,35-70,4361.55,Low Risk,No
9355-NPPFS,Female,Senior,No,No,26,2-4 years,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Yes,Electronic check,78.8,70+,2006.1,Low Risk,No
0068-FIGTF,Female,Non-Senior,No,No,27,2-4 years,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,2,No,Mailed check,78.2,70+,2078.95,Low Risk,No
5965-GGPRW,Male,Non-Senior,Yes,Yes,72,4+ years,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,3,No,Bank transfer (automatic),105.25,70+,7609.75,Low Risk,No
8035-PWSEV,Female,Non-Senior,No,No,6,0-1 year,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,1,Yes,Electronic check,89.25,70+,487.05,High Risk,No
2236-HILPA,Male,Non-Senior,Yes,Yes,62,4+ years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Credit card (automatic),20.65,1-35,1218.45,Low Risk,No
1840-BIUOG,Male,Non-Senior,No,No,20,1-2 years,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,2,Yes,Electronic check,68.7,35-70,1416.2,Medium Risk,No
1356-MKYSK,Male,Non-Senior,No,No,6,0-1 year,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,No,Credit card (automatic),78.65,70+,483.3,High Risk,No
6080-LNESI,Male,Non-Senior,No,No,51,4+ years,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Mailed check,24.75,1-35,1234.6,Low Risk,No
1830-IPXVJ,Female,Non-Senior,Yes,Yes,61,4+ years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Credit card (automatic),19.75,1-35,1311.6,Low Risk,No
5828-DWPIL,Male,Senior,Yes,No,62,4+ years,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,1,Yes,Electronic check,89.1,70+,5618.3,Low Risk,No
8398-TBIYD,Female,Non-Senior,No,No,72,4+ years,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,3,Yes,Bank transfer (automatic),84.7,70+,6185.15,Low Risk,No
0011-IGKFF,Male,Senior,Yes,No,13,1-2 years,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Yes,Electronic check,98.0,70+,1237.85,Medium Risk,Yes
4192-GORJT,Male,Non-Senior,Yes,No,5,0-1 year,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Yes,Electronic check,94.45,70+,498.1,High Risk,Yes
6496-SLWHQ,Male,Senior,No,No,3,0-1 year,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Yes,Electronic check,105.0,70+,294.45,High Risk,Yes
9912-GVSEQ,Female,Senior,Yes,No,26,2-4 years,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Yes,Electronic check,93.85,70+,2381.55,Low Risk,Yes
2931-FSOHN,Male,Senior,No,No,13,1-2 years,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,1,Yes,Electronic check,59.9,35-70,788.35,Medium Risk,No
9418-RUKPH,Female,Non-Senior,Yes,Yes,38,2-4 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,Yes,Mailed check,19.95,1-35,756.4,Low Risk,No
5383-MMTWC,Female,Senior,Yes,No,8,0-1 year,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Yes,Electronic check,84.0,70+,613.4,High Risk,Yes
9971-ZWPBF,Male,Senior,Yes,Yes,34,2-4 years,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Yes,Electronic check,108.9,70+,3625.2,Low Risk,No
4712-AUQZO,Male,Non-Senior,No,No,18,1-2 years,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,1,No,Mailed check,33.6,1-35,550.35,Medium Risk,No
9711-FJTBX,Male,Non-Senior,Yes,Yes,56,4+ years,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,2,Yes,Mailed check,85.85,70+,4793.8,Low Risk,No
2908-ZTPNF,Female,Non-Senior,No,No,36,2-4 years,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Yes,Bank transfer (automatic),34.85,1-35,1267.2,Low Risk,No
7240-ETPTR,Female,Non-Senior,Yes,No,9,0-1 year,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Yes,Electronic check,48.75,35-70,442.2,Low Risk,Yes
2202-CUYXZ,Male,Non-Senior,No,No,1,0-1 year,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Yes,Electronic check,84.85,70+,84.85,High Risk,Yes
5995-OIGLP,Male,Non-Senior,No,No,12,0-1 year,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,1,No,Mailed check,56.65,35-70,654.85,Medium Risk,Yes
8421-WZOOW,Female,Senior,Yes,Yes,57,4+ years,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,1,Yes,Credit card (automatic),95.3,70+,5567.45,Low Risk,No
6261-RCVNS,Female,Non-Senior,No,No,42,2-4 years,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,2,No,Credit card (automatic),73.9,70+,3160.55,Low Risk,Yes
7951-QKZPL,Female,Non-Senior,Yes,Yes,33,2-4 years,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,Yes,Mailed check,24.5,1-35,740.3,Low Risk,Yes
1414-YADCW,Male,Non-Senior,Yes,No,70,4+ years,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,3,No,Bank transfer (automatic),84.6,70+,5706.2,Low Risk,No
8756-RDDLT,Female,Non-Senior,No,No,68,4+ years,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,1,No,Electronic check,44.95,35-70,3085.35,Low Risk,No
2862-PFNIK,Male,Non-Senior,No,Yes,1,0-1 year,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Yes,Electronic check,24.7,1-35,24.7,Low Risk,No
5816-QVHRX,Female,Non-Senior,No,No,37,2-4 years,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,No,Credit card (automatic),100.3,70+,3541.4,Low Risk,No
4430-YHXGG,Female,Non-Senior,No,Yes,4,0-1 year,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Yes,Mailed check,25.45,1-35,84.2,Low Risk,No
6888-SBYAI,Male,Non-Senior,No,No,1,0-1 year,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Yes,Mailed check,50.7,35-70,50.7,Low Risk,No
7395-XWZOY,Male,Non-Senior,No,No,20,1-2 years,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,1,Yes,Credit card (automatic),55.0,35-70,1165.55,Medium Risk,No
7169-YWAMK,Male,Non-Senior,Yes,Yes,72,4+ years,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,3,No,Bank transfer (automatic),68.4,35-70,4855.35,Low Risk,No
3640-PHQXK,Female,Non-Senior,No,No,31,2-4 years,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Yes,Electronic check,89.9,70+,2806.9,Low Risk,Yes
6877-LGWXO,Male,Senior,Yes,No,18,1-2 years,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,No,Electronic check,78.55,70+,1422.65,Medium Risk,Yes
6859-RKMZJ,Male,Non-Senior,Yes,No,11,0-1 year,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,1,Yes,Bank transfer (automatic),55.05,35-70,608.15,Low Risk,No
2729-VNVAP,Female,Non-Senior,Yes,Yes,33,2-4 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Credit card (automatic),19.8,1-35,641.35,Low Risk,No
2957-JIRMN,Female,Senior,No,No,62,4+ years,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,2,No,Electronic check,84.45,70+,4959.15,Low Risk,No
2049-BAFNW,Female,Non-Senior,No,No,1,0-1 year,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,1,No,Mailed check,35.9,35-70,35.9,Low Risk,No
3842-QTGDL,Male,Non-Senior,Yes,No,16,1-2 years,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,No,Bank transfer (automatic),80.75,70+,1321.3,Medium Risk,No
7163-OCEQI,Male,Non-Senior,Yes,Yes,22,1-2 years,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,2,Yes,Mailed check,78.65,70+,1663.75,Medium Risk,No
9782-LGXMC,Female,Non-Senior,Yes,Yes,49,4+ years,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,1,No,Bank transfer (automatic),61.75,35-70,3024.15,Low Risk,No
5975-BAICR,Male,Non-Senior,Yes,Yes,36,2-4 years,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,2,Yes,Credit card (automatic),63.7,35-70,2188.5,Low Risk,No
8019-ENHXU,Male,Non-Senior,Yes,No,42,2-4 years,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,1,Yes,Electronic check,99.45,70+,4138.05,Low Risk,Yes
5167-GBFRE,Male,Senior,No,No,4,0-1 year,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Yes,Bank transfer (automatic),25.2,1-35,102.5,Low Risk,Yes
9033-EOXWV,Female,Non-Senior,No,No,12,0-1 year,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,2,No,Mailed check,74.05,70+,872.65,Medium Risk,Yes
4673-KKSLS,Female,Non-Senior,No,No,31,2-4 years,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,1,No,Electronic check,87.6,70+,2724.25,Low Risk,No
4853-OITSN,Male,Non-Senior,Yes,No,5,0-1 year,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,1,Yes,Electronic check,89.15,70+,413.25,High Risk,No
9800-OUIGR,Male,Non-Senior,Yes,Yes,66,4+ years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Credit card (automatic),20.0,1-35,1374.2,Low Risk,No
1324-NLTJE,Female,Senior,No,No,15,1-2 years,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,1,No,Credit card (automatic),55.0,35-70,757.1,Medium Risk,Yes
2324-EFHVG,Male,Non-Senior,No,No,64,4+ years,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,3,Yes,Bank transfer (automatic),104.4,70+,6692.65,Low Risk,No
7094-MSZAO,Male,Non-Senior,Yes,Yes,10,0-1 year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Yes,Credit card (automatic),20.05,1-35,218.5,Low Risk,No
1522-VVDMG,Male,Non-Senior,Yes,Yes,7,0-1 year,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,1,Yes,Electronic check,89.75,70+,608.8,High Risk,Yes
6907-CQGPN,Male,Non-Senior,No,No,29,2-4 years,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,No,Electronic check,34.3,1-35,1004.75,Low Risk,No
0780-XNZFN,Male,Non-Senior,No,No,57,4+ years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Bank transfer (automatic),20.65,1-35,1125.6,Low Risk,No
0239-OXEXL,Female,Non-Senior,No,No,46,2-4 years,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,No,Mailed check,84.25,70+,3847.6,Low Risk,No
2675-IJRGJ,Male,Non-Senior,No,No,53,4+ years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Bank transfer (automatic),19.65,1-35,978.0,Low Risk,No
7049-GKVZY,Female,Non-Senior,No,No,17,1-2 years,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,2,No,Credit card (automatic),79.85,70+,1387.35,Medium Risk,No
8577-QSOCG,Female,Non-Senior,Yes,Yes,38,2-4 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,Yes,Mailed check,20.2,1-35,746.05,Low Risk,No
3721-CNZHX,Male,Non-Senior,No,No,15,1-2 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2,No,Mailed check,19.8,1-35,304.6,Medium Risk,No
0212-ISBBF,Female,Non-Senior,No,No,22,1-2 years,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Yes,Electronic check,50.35,35-70,1098.85,Medium Risk,No
9185-TQCVP,Male,Non-Senior,Yes,No,14,1-2 years,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Yes,Electronic check,85.15,70+,1139.2,Medium Risk,Yes
3585-YNADK,Female,Non-Senior,Yes,No,57,4+ years,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,2,No,Bank transfer (automatic),74.6,70+,4368.95,Low Risk,No
5271-DBYSJ,Male,Senior,No,No,11,0-1 year,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Yes,Credit card (automatic),79.15,70+,827.7,High Risk,No
1099-GODLO,Female,Non-Senior,Yes,Yes,1,0-1 year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Mailed check,20.35,1-35,20.35,Low Risk,No
6828-HMKWP,Male,Non-Senior,Yes,Yes,12,0-1 year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Bank transfer (automatic),21.05,1-35,262.05,Medium Risk,No
5567-WSELE,Male,Senior,Yes,No,3,0-1 year,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Yes,Electronic check,94.6,70+,279.55,High Risk,Yes
1472-TNCWL,Male,Non-Senior,No,Yes,36,2-4 years,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Yes,Electronic check,94.7,70+,3512.5,Low Risk,No
8063-RJYNF,Male,Non-Senior,No,No,16,1-2 years,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Yes,Electronic check,94.25,70+,1483.25,Medium Risk,Yes
0687-ZVTHB,Male,Non-Senior,Yes,Yes,65,4+ years,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,2,No,Credit card (automatic),72.45,70+,4653.85,Low Risk,Yes
2080-GKCWQ,Male,Non-Senior,No,No,2,0-1 year,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,No,Electronic check,74.95,70+,151.75,High Risk,No
9661-ACXBS,Female,Non-Senior,No,No,42,2-4 years,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Yes,Electronic check,105.2,70+,4400.75,Low Risk,Yes
2193-SFWQW,Male,Non-Senior,Yes,Yes,72,4+ years,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,3,No,Bank transfer (automatic),111.95,70+,8033.1,Low Risk,No
5656-JAMLX,Male,Non-Senior,No,No,62,4+ years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Bank transfer (automatic),19.85,1-35,1253.65,Low Risk,No
3462-BJQQA,Female,Non-Senior,No,No,6,0-1 year,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Yes,Electronic check,89.75,70+,552.65,High Risk,No
0442-TDYUO,Male,Non-Senior,Yes,No,48,2-4 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,Yes,Mailed check,20.05,1-35,1036.0,Low Risk,No
6733-LRIZX,Male,Non-Senior,No,No,35,2-4 years,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,3,Yes,Electronic check,108.95,70+,4025.5,Low Risk,No
9503-XJUME,Male,Non-Senior,No,Yes,52,4+ years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2,No,Credit card (automatic),19.65,1-35,928.4,Low Risk,No
4367-NHWMM,Female,Non-Senior,No,No,1,0-1 year,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Yes,Mailed check,24.9,1-35,24.9,Low Risk,No
3727-RJMEO,Male,Non-Senior,Yes,No,6,0-1 year,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Yes,Electronic check,82.85,70+,460.25,High Risk,Yes
3779-OSWCF,Female,Non-Senior,Yes,No,71,4+ years,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,3,No,Credit card (automatic),93.2,70+,6506.15,Low Risk,No
6736-DHUQI,Female,Non-Senior,Yes,Yes,67,4+ years,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,2,No,Bank transfer (automatic),84.8,70+,5598.3,Low Risk,No
3915-ODIYG,Male,Senior,No,No,60,4+ years,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,2,Yes,Electronic check,71.75,70+,4374.55,Low Risk,No
1360-RCYRT,Male,Non-Senior,Yes,Yes,23,1-2 years,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,1,Yes,Bank transfer (automatic),30.35,1-35,678.75,Medium Risk,No
2724-FJDYW,Male,Non-Senior,No,Yes,39,2-4 years,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,2,No,Bank transfer (automatic),54.85,35-70,2191.7,Low Risk,No
4451-RWASJ,Male,Non-Senior,Yes,Yes,15,1-2 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2,Yes,Mailed check,19.5,1-35,239.75,Medium Risk,No
6646-VRFOL,Male,Senior,Yes,No,53,4+ years,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Yes,Electronic check,103.85,70+,5485.5,Low Risk,Yes
